Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks,Yield_Percent,Defect_Rate_Percent
601,ORD-53399,2026-02-14,Plant A,MC-030,Laser Cutter,6.9,Morning,OP0003,Unknown,Consumer Plastics,Polycarbonate,Global Alloys,100,411,408,9,B,Yes,8.5,39.04,68.5,50.3,3.21,110.27,38.6,249.92,7.76,88.9,39,Not Scheduled,Line stopped briefly,99.27,2.21
602,ORD-69360,2026-01-31,Plant C,MC-038,CNC Lathe,5.8,Morning,OP0053,Unknown,Consumer Plastics,Copper,Global Alloys,200,531,325,9,A+,Yes,46.7,48.22,68.0,38.2,0.39,103.35,12.98,63.41,5.64,75.4,50,Not Scheduled,Routine check,61.21,2.77
603,ORD-31573,2026-03-03,Unknown,MC-037,3D Printer,14.4,Morning,OP0111,S. Kumar,Aerospace Component,Aluminum,Poly Materials Inc,50,587,493,9,C,Yes,26.8,29.49,75.7,59.9,1.24,118.72,41.3,144.29,6.55,80.5,42,Due,No Remarks,83.99,1.83
604,ORD-18311,2026-04-01,Plant C,MC-027,Welding Robot,1.6,Morning,OP0102,N. Fernandes,Medical Device Part,Unknown,Global Alloys,50,532,472,8,A+,Yes,40.1,51.58,75.4,24.3,1.89,110.2,17.25,120.95,7.44,72.6,48,OK,customer complaint logged,88.72,1.69
605,ORD-71936,2025-10-11,Plant D,MC-013,Injection Molder,3.4,Night,OP0028,P. Rao,Automotive Parts,Polycarbonate,SteelCorp Ltd,50,500,423,6,Not Graded,Not Recorded,17.6,44.02,79.5,54.7,0.24,173.7,22.95,119.53,9.2,97.8,30,Not Scheduled,OK,84.6,1.42
606,ORD-61097,2026-04-04,Plant A,MC-029,3D Printer,8.7,Morning,OP0085,P. Rao,Home Appliance Component,Copper,SteelCorp Ltd,150,385,360,10,C,Yes,18.2,41.38,54.3,42.2,0.26,142.86,37.38,329.88,7.29,67.7,57,Not Scheduled,Material shortage,93.51,2.78
607,ORD-24312,2025-11-03,Plant B,MC-002,Assembly Line,10.2,Morning,OP0117,Unknown,Consumer Plastics,Steel,Global Alloys,150,545,425,6,Reject,Yes,3.7,63.85,61.5,40.3,2.33,201.45,14.91,48.78,6.32,86.3,11,Not Scheduled,Power fluctuation,77.98,1.41
608,ORD-58211,2026-06-29,Plant C,MC-015,Injection Molder,0.5,Night,OP0020,Unknown,Metal Bracket,ABS Plastic,MetalWorks Pvt Ltd,150,689,724,18,C,Yes,47.5,42.16,79.9,49.1,2.95,168.37,33.22,554.16,9.12,84.4,52,Not Scheduled,Late shift start,105.08,2.49
609,ORD-22393,2026-04-25,Plant C,MC-016,3D Printer,14.0,Night,OP0049,A. Iyer,Home Appliance Component,Aluminum,Unknown,150,500,405,11,B,Yes,18.0,45.24,69.6,61.1,2.57,102.55,8.26,46.48,8.76,70.1,26,Not Scheduled,Late shift start,81.0,2.72
610,ORD-87569,2026-03-19,Plant A,MC-004,Injection Molder,10.4,Morning,OP0092,A. Iyer,Electronics Housing,Aluminum,SteelCorp Ltd,200,436,363,8,A,Yes,44.6,31.02,57.2,47.7,2.92,109.53,17.24,137.09,11.04,90.0,20,OK,Late shift start,83.26,2.2
611,ORD-39385,2026-04-26,Plant A,MC-013,Conveyor Unit,5.8,Morning,Unknown,M. Naidu,Consumer Plastics,Unknown,Global Alloys,100,497,545,11,B,Yes,35.9,30.65,98.5,44.6,3.54,155.25,25.3,196.2,6.16,66.3,14,Due,unknown issue,109.66,2.02
612,ORD-78838,2026-04-28,Plant B,MC-028,Welding Robot,5.6,Morning,OP0076,Unknown,Home Appliance Component,ABS Plastic,SteelCorp Ltd,250,712,673,13,A,No,17.0,32.68,67.4,77.7,0.06,141.69,6.91,79.63,7.81,87.1,24,Scheduled,No Remarks,94.52,1.93
613,ORD-40643,2026-01-29,Plant C,MC-028,3D Printer,13.2,Evening,OP0011,S. Kumar,Metal Bracket,Polycarbonate,SteelCorp Ltd,150,450,382,5,Not Graded,Yes,20.5,39.64,66.2,49.4,3.45,51.57,19.94,68.17,7.07,67.3,36,Scheduled,No Remarks,84.89,1.31
614,ord5843,2026-05-30,Plant A,MC-021,CNC Mill,3.5,Morning,OP0043,A. Iyer,Aerospace Component,Copper,Poly Materials Inc,150,608,627,8,Reject,Yes,23.0,36.14,74.0,37.8,3.31,188.85,11.16,74.61,8.94,58.8,0,Not Scheduled,customer complaint logged,103.12,1.28
615,ORD-58355,2026-03-04,Plant A,MC-003,Welding Robot,11.2,Morning,OP0043,K. Verma,Consumer Plastics,Aluminum,MetalWorks Pvt Ltd,200,348,322,7,B,No,21.5,46.5,68.0,35.9,4.54,119.86,29.35,188.41,10.35,73.5,14,Scheduled,Material shortage,92.53,2.17
616,ORD-38548,2026-03-24,Plant A,MC-025,CNC Mill,12.2,Evening,OP0074,R. Sharma,Aerospace Component,Aluminum,SteelCorp Ltd,300,528,513,10,A+,Yes,16.6,35.93,58.4,42.3,2.96,88.33,3.89,38.82,3.45,44.0,40,OK,Material shortage,97.16,1.95
617,ORD-30955,2025-12-13,Plant B,MC-038,Laser Cutter,2.6,Morning,OP0039,Unknown,Electronics Housing,Cast Iron,MetalWorks Pvt Ltd,250,564,545,11,B,No,8.3,69.22,61.7,48.9,0.21,156.28,29.43,293.12,6.54,62.2,73,Not Scheduled,Routine check,96.63,2.02
618,ORD-63084,2026-01-09,Plant A,MC-030,Welding Robot,10.3,Morning,OP0014,S. Kumar,Medical Device Part,Steel,SteelCorp Ltd,150,391,393,4,B,Yes,37.6,56.27,67.2,44.4,2.45,167.84,8.64,26.6,10.08,86.1,18,Due,Material shortage,100.51,1.02
619,ORD-62185,2025-10-17,Plant D,MC-024,Welding Robot,9.3,Evening,OP0109,A. Iyer,Home Appliance Component,ABS Plastic,SteelCorp Ltd,150,417,384,4,A,Yes,8.2,61.13,80.5,48.0,0.36,138.85,28.89,86.16,9.14,96.2,64,Overdue,Line stopped briefly,92.09,1.04
621,ORD-14841,2025-12-26,Plant A,MC-014,Welding Robot,1.7,Morning,OP0017,Unknown,Consumer Plastics,Aluminum,Precision Components Co,200,585,543,12,A,No,7.5,30.34,87.9,32.4,3.24,93.07,11.29,107.88,9.5,87.9,81,OK,Late shift start,92.82,2.21
622,ORD-84608,2026-01-04,Plant C,MC-001,Stamping Press,13.4,Night,OP0065,Unknown,Metal Bracket,Cast Iron,Poly Materials Inc,200,418,405,8,A,Not Recorded,6.2,35.78,67.7,25.7,0.81,127.65,44.46,322.42,10.53,76.4,64,Not Scheduled,customer complaint logged,96.89,1.98
623,ORD-21683,2026-02-21,Plant D,MC-031,CNC Mill,4.8,Evening,OP0089,K. Verma,Aerospace Component,Aluminum,MetalWorks Pvt Ltd,150,728,736,15,Reject,Yes,44.2,36.31,62.2,12.1,3.64,173.91,7.9,85.14,8.75,60.7,35,Not Scheduled,Late shift start,101.1,2.04
624,ORD-83359,2025-10-06,Plant C,MC-002,Welding Robot,5.4,Evening,OP0012,S. Kumar,Metal Bracket,Aluminum,MetalWorks Pvt Ltd,250,503,452,17,B,No,24.1,58.95,69.6,28.9,0.85,78.63,18.28,260.16,7.74,77.5,31,Due,OK,89.86,3.76
625,ORD-51032,2026-02-21,Plant E,MC-022,Welding Robot,7.7,Morning,OP0061,Unknown,Consumer Plastics,Aluminum,Unknown,150,379,383,6,C,Not Recorded,17.2,32.91,71.9,52.8,1.48,73.1,41.16,201.16,8.59,69.5,40,Not Scheduled,OK,101.06,1.57
626,ORD-64870,2026-04-04,Plant A,MC-015,Laser Cutter,10.9,Evening,OP0032,M. Naidu,Home Appliance Component,Polycarbonate,Poly Materials Inc,150,558,590,5,B,Not Recorded,23.8,52.99,66.8,35.5,0.41,141.41,34.58,153.25,9.77,77.6,4,Scheduled,No Remarks,105.73,0.85
627,ORD-29569,2025-10-15,Plant E,MC-022,Laser Cutter,14.7,Morning,OP0081,L. D'Souza,Home Appliance Component,Cast Iron,Global Alloys,150,460,419,8,A+,Not Recorded,27.6,40.82,63.5,52.1,0.11,60.43,16.7,112.59,7.2,82.4,42,OK,No Remarks,91.09,1.91
628,ORD-93631,2026-08-09,Plant E,MC-022,Welding Robot,6.9,Morning,OP0060,M. Naidu,Consumer Plastics,Cast Iron,Poly Materials Inc,50,473,389,9,B,Yes,4.2,71.23,65.8,53.8,2.11,55.31,34.78,289.54,6.43,89.5,62,OK,customer complaint logged,82.24,2.31
629,ORD-97908,2025-10-23,Plant A,MC-008,CNC Lathe,14.3,Morning,OP0105,M. Naidu,Consumer Plastics,Steel,Precision Components Co,150,451,416,6,A+,Yes,13.5,41.0,63.4,47.8,4.07,129.08,6.26,32.95,8.45,82.4,15,Overdue,Power fluctuation,92.24,1.44
630,ORD-85319,2026-04-20,Plant C,MC-007,Injection Molder,12.8,Night,OP0092,P. Rao,Electronics Housing,Steel,SteelCorp Ltd,50,373,315,5,B,Yes,27.1,39.39,60.8,46.0,1.84,127.71,35.2,170.09,7.51,94.2,30,Due,No Remarks,84.45,1.59
631,ORD-94466,2026-08-07,Plant B,MC-004,Press Brake,7.0,Evening,OP0088,A. Iyer,Metal Bracket,Cast Iron,MetalWorks Pvt Ltd,200,538,493,10,A+,Not Recorded,11.9,55.16,67.0,40.4,2.8,150.67,22.43,138.56,7.05,93.9,27,OK,Power fluctuation,91.64,2.03
632,ORD-92132,2026-03-11,Plant A,MC-021,Press Brake,6.0,Morning,OP0047,S. Kumar,Packaging Unit,Cast Iron,Global Alloys,50,660,647,14,Not Graded,Yes,39.2,48.97,82.7,66.1,4.4,102.77,41.95,545.81,5.9,93.9,42,Not Scheduled,Late shift start,98.03,2.16
633,ORD-66436,2026-04-18,Plant D,MC-038,CNC Lathe,6.6,Night,OP0107,Unknown,Metal Bracket,Aluminum,SteelCorp Ltd,150,453,461,12,C,Yes,18.6,31.83,72.9,37.1,1.98,130.69,36.25,432.12,7.09,75.8,11,Due,Material shortage,101.77,2.6
634,ORD-14424,2026-03-17,Plant A,MC-013,Conveyor Unit,2.5,Unknown,Unknown,R. Sharma,Packaging Unit,Polycarbonate,SteelCorp Ltd,200,523,465,8,B,Yes,51.2,47.93,69.7,70.6,2.42,95.21,35.74,277.9,6.21,79.7,75,OK,unknown issue,88.91,1.72
635,ORD-92020,2026-02-05,Plant B,MC-015,Stamping Press,11.1,Morning,OP0034,L. D'Souza,Aerospace Component,Cast Iron,Precision Components Co,200,619,563,13,A+,No,21.6,50.05,73.9,30.2,2.09,148.74,27.79,308.3,7.4,56.0,23,Not Scheduled,unknown issue,90.95,2.31
636,ORD-71354,2025-11-14,Plant B,MC-023,Laser Cutter,6.8,Morning,OP0023,Unknown,Metal Bracket,ABS Plastic,MetalWorks Pvt Ltd,50,461,358,5,A+,Yes,21.5,53.76,59.5,28.2,0.59,91.57,5.89,27.75,9.56,81.1,4,Not Scheduled,No Remarks,77.66,1.4
637,ORD-82510,2025-12-17,Plant E,MC-026,Conveyor Unit,1.1,Night,OP0007,P. Rao,Aerospace Component,Steel,SteelCorp Ltd,250,665,557,6,A,Yes,23.1,21.58,84.7,41.4,0.66,79.99,17.35,98.87,10.71,80.9,46,Due,Late shift start,83.76,1.08
638,ORD-90922,2026-03-03,Plant B,MC-031,Press Brake,14.8,Night,OP0032,R. Sharma,Metal Bracket,Cast Iron,Poly Materials Inc,250,480,427,11,Not Graded,No,7.0,37.91,78.2,27.0,4.06,91.8,9.47,54.51,4.65,62.7,13,Overdue,Material shortage,88.96,2.58
639,ORD-40748,2025-11-30,Plant C,MC-006,Stamping Press,8.9,Morning,OP0075,A. Iyer,Automotive Parts,Polycarbonate,Global Alloys,150,733,541,12,Reject,Yes,4.4,47.55,60.8,63.4,0.65,37.71,34.92,376.34,7.63,52.7,0,Not Scheduled,No Remarks,73.81,2.22
640,ORD-46357,2026-05-10,Plant A,MC-026,CNC Lathe,7.2,Morning,OP0078,N. Fernandes,Metal Bracket,Cast Iron,Poly Materials Inc,200,711,765,14,A+,No,0.9,49.44,70.8,38.0,1.24,85.09,29.0,317.02,7.35,77.4,74,Overdue,unknown issue,107.59,1.83
641,ORD-83642,2026-07-26,Plant E,MC-009,Conveyor Unit,7.1,Morning,Unknown,S. Kumar,Metal Bracket,Steel,Precision Components Co,150,436,365,6,A,No,11.4,54.91,56.1,37.8,3.95,156.44,28.58,155.87,8.51,66.1,28,OK,OK,83.72,1.64
642,ORD-49811,2026-08-06,Plant E,MC-038,Welding Robot,4.0,Morning,OP0102,P. Rao,Industrial Fastener,Polycarbonate,SteelCorp Ltd,50,581,612,14,A,No,12.7,40.04,64.9,61.5,1.27,149.66,37.14,487.71,5.9,66.2,46,Not Scheduled,Material shortage,105.34,2.29
643,ORD-76085,2026-07-28,Plant A,MC-023,CNC Lathe,11.8,Morning,OP0045,K. Verma,Consumer Plastics,Unknown,Poly Materials Inc,150,383,386,2,A,Not Recorded,3.0,49.31,89.1,36.4,1.56,117.79,25.26,48.04,9.4,67.7,26,Due,Line stopped briefly,100.78,0.52
644,ORD-60171,2026-07-19,Plant B,MC-004,CNC Lathe,4.9,Night,OP0045,M. Naidu,Metal Bracket,Steel,MetalWorks Pvt Ltd,175,544,506,13,Reject,No,10.5,47.18,60.2,56.1,3.01,127.58,8.04,73.38,7.69,43.6,22,Due,No Remarks,93.01,2.57
645,ORD-53950,2026-04-27,Unknown,MC-031,Conveyor Unit,14.5,Evening,OP0068,A. Iyer,Aerospace Component,Copper,Precision Components Co,300,489,510,8,A+,Not Recorded,19.4,48.3,70.9,37.5,0.91,122.05,5.21,37.2,9.16,58.8,37,Due,Line stopped briefly,104.29,1.57
646,ORD-23055,2026-04-11,Plant B,MC-034,CNC Lathe,14.4,Morning,OP0080,P. Rao,Industrial Fastener,Cast Iron,SteelCorp Ltd,150,527,517,5,A,Yes,37.0,53.65,59.8,61.3,3.62,124.7,6.11,28.52,12.15,71.8,45,Due,customer complaint logged,98.1,0.97
647,ORD-32253,2026-08-12,Plant A,MC-019,Assembly Line,9.2,Night,OP0045,Unknown,Home Appliance Component,Steel,SteelCorp Ltd,50,311,258,4,A+,Yes,13.3,49.37,86.8,26.9,3.61,154.06,5.22,13.7,7.09,74.6,36,Due,Late shift start,82.96,1.55
648,ORD-19773,2025-12-30,Plant D,MC-020,Welding Robot,0.2,Evening,OP0110,K. Verma,Medical Device Part,Aluminum,Poly Materials Inc,150,501,492,13,A,No,28.9,25.3,64.9,38.1,1.65,31.14,24.76,230.59,10.3,52.1,25,Due,No Remarks,98.2,2.64
649,ORD-95255,2026-01-10,Plant D,MC-015,Assembly Line,11.6,Evening,OP0107,L. D'Souza,Home Appliance Component,Aluminum,MetalWorks Pvt Ltd,200,536,490,10,A+,Not Recorded,14.4,43.19,63.1,56.2,0.81,69.49,5.62,41.34,7.86,51.1,66,Due,Late shift start,91.42,2.04
650,ORD-48159,2026-02-21,Plant B,MC-004,Assembly Line,5.5,Night,OP0069,L. D'Souza,Aerospace Component,Unknown,Poly Materials Inc,150,587,538,10,C,Yes,14.5,21.85,66.7,28.9,2.96,65.36,6.77,66.35,9.15,76.2,42,OK,OK,91.65,1.86
651,ORD-99762,2025-10-30,Plant E,MC-011,Assembly Line,13.0,Evening,OP0017,Unknown,Home Appliance Component,Cast Iron,Precision Components Co,200,408,417,6,B,Not Recorded,18.4,53.69,79.6,76.1,0.54,144.46,3.19,14.11,6.36,61.6,57,Not Scheduled,OK,102.21,1.44
652,ORD-59827,2026-07-12,Plant B,MC-020,Conveyor Unit,3.4,Morning,OP0019,K. Verma,Medical Device Part,Copper,Poly Materials Inc,150,511,438,9,A+,Yes,13.7,42.04,87.3,55.7,3.36,136.5,44.21,210.92,9.84,45.6,30,Not Scheduled,Late shift start,85.71,2.05
653,ORD-76675,2025-12-21,Plant C,MC-025,Injection Molder,8.0,Morning,OP0116,L. D'Souza,Electronics Housing,Aluminum,Global Alloys,300,524,470,10,C,Yes,14.5,55.4,72.0,44.4,2.12,82.1,3.3,32.08,8.85,81.3,98,Overdue,No Remarks,89.69,2.13
654,ORD-72973,2025-10-04,Plant B,MC-017,Welding Robot,9.4,Morning,OP0116,R. Sharma,Electronics Housing,Aluminum,Precision Components Co,150,756,773,16,Not Graded,Yes,15.7,56.39,79.2,64.4,1.58,103.39,38.0,488.07,7.09,59.0,20,OK,No Remarks,102.25,2.07
655,ORD-42143,2026-02-25,Unknown,MC-006,3D Printer,7.7,Morning,OP0006,Unknown,Automotive Parts,Aluminum,Poly Materials Inc,300,348,312,3,C,Yes,5.2,37.72,48.3,68.3,3.32,102.68,43.87,109.75,7.19,96.7,23,Due,OK,89.66,0.96
656,ORD-81200,2025-10-15,Plant E,MC-032,Conveyor Unit,0.3,Evening,OP0011,K. Verma,Industrial Fastener,ABS Plastic,Poly Materials Inc,200,592,611,18,B,Yes,7.9,47.06,83.0,70.1,3.5,107.75,34.1,322.21,8.16,42.5,7,Overdue,OK,103.21,2.95
657,ORD-17881,2026-02-18,Plant B,MC-020,CNC Mill,5.9,Morning,OP0117,M. Naidu,Metal Bracket,ABS Plastic,Poly Materials Inc,100,506,477,9,Reject,No,12.8,47.19,77.6,31.0,2.47,66.48,27.33,138.21,8.78,94.8,28,Due,No Remarks,94.27,1.89
658,ORD-94543,2026-04-21,Plant B,MC-030,Laser Cutter,11.1,Night,OP0029,M. Naidu,Automotive Parts,Aluminum,Precision Components Co,250,409,406,9,Reject,Not Recorded,4.7,53.86,76.3,51.7,1.96,124.91,20.35,141.91,5.71,93.3,28,Not Scheduled,Material shortage,99.27,2.22
659,ORD-90112,2026-06-01,Plant B,MC-017,CNC Mill,13.8,Morning,OP0015,K. Verma,Automotive Parts,Unknown,MetalWorks Pvt Ltd,50,490,374,9,A+,Yes,34.7,55.55,90.1,57.5,3.34,132.87,37.9,215.23,8.04,71.2,107,OK,Routine check,76.33,2.41
660,ORD-85215,2026-08-07,Plant C,MC-033,Conveyor Unit,7.1,Night,OP0046,S. Kumar,Metal Bracket,Unknown,MetalWorks Pvt Ltd,150,381,352,7,A+,No,1.2,37.86,80.9,48.4,1.37,111.22,11.85,82.04,9.08,94.9,9,OK,Line stopped briefly,92.39,1.99
661,ORD-29090,2026-02-05,Plant C,MC-011,Injection Molder,2.5,Evening,OP0100,N. Fernandes,Consumer Plastics,Steel,Precision Components Co,200,608,467,5,A,No,22.2,60.9,68.5,42.0,2.85,89.52,35.09,125.65,8.12,73.9,9,OK,unknown issue,76.81,1.07
662,ORD-32298,2026-03-14,Plant D,MC-005,Press Brake,6.4,Morning,OP0025,K. Verma,Automotive Parts,ABS Plastic,SteelCorp Ltd,50,660,659,16,B,Not Recorded,2.1,33.96,65.0,56.9,0.57,73.97,5.85,51.65,5.02,96.3,57,Not Scheduled,Material shortage,99.85,2.43
663,ORD-31910,2026-07-05,Plant C,MC-038,Press Brake,4.3,Morning,OP0069,L. D'Souza,Medical Device Part,Cast Iron,MetalWorks Pvt Ltd,100,461,434,4,B,Not Recorded,15.9,52.01,68.0,25.5,1.41,127.86,25.73,102.03,10.06,65.1,25,Due,Power fluctuation,94.14,0.92
664,ORD-32389,2025-12-05,Plant C,MC-027,CNC Mill,0.9,Night,OP0076,M. Naidu,Electronics Housing,Unknown,MetalWorks Pvt Ltd,250,517,463,12,B,Not Recorded,13.7,58.47,70.4,52.6,3.16,189.7,44.75,373.43,8.93,71.2,34,Scheduled,customer complaint logged,89.56,2.59
665,ORD-17938,2026-05-19,Plant B,MC-018,Injection Molder,8.3,Morning,OP0082,R. Sharma,Aerospace Component,Steel,Global Alloys,300,473,450,9,Not Graded,Not Recorded,12.2,43.51,57.9,52.7,0.34,109.5,5.39,43.92,6.87,46.3,40,Overdue,OK,95.14,2.0
666,ORD-62664,2026-08-27,Unknown,MC-006,Press Brake,4.6,Night,OP0067,N. Fernandes,Automotive Parts,Unknown,Unknown,250,811,828,12,A,Yes,36.7,24.8,65.2,42.1,2.86,141.49,35.77,394.67,10.06,94.4,54,Due,No Remarks,102.1,1.45
667,ORD-23822,2026-07-05,Plant E,MC-009,Press Brake,6.1,Morning,OP0024,K. Verma,Industrial Fastener,Unknown,Global Alloys,200,454,431,5,Not Graded,Yes,14.5,52.97,69.0,44.6,2.53,68.41,16.99,60.76,8.54,78.3,42,Overdue,OK,94.93,1.16
668,ORD-56788,2025-12-11,Plant A,MC-020,Press Brake,13.5,Evening,OP0013,Unknown,Automotive Parts,Copper,Poly Materials Inc,200,518,488,17,Reject,No,5.4,45.26,51.2,44.6,2.95,117.93,14.43,166.15,10.48,61.3,48,OK,Power fluctuation,94.21,3.48
669,ORD-38387,2025-11-18,Plant B,MC-005,CNC Mill,15.0,Evening,OP0074,A. Iyer,Consumer Plastics,Copper,MetalWorks Pvt Ltd,150,684,660,16,C,No,7.7,21.13,76.4,58.1,4.49,134.78,18.73,187.92,7.58,80.0,49,Scheduled,Late shift start,96.49,2.42
670,ORD-44867,2026-09-03,Plant A,MC-029,Laser Cutter,14.5,Morning,OP0087,Unknown,Packaging Unit,Aluminum,Unknown,50,505,515,11,A+,No,65.2,43.74,66.8,14.2,1.52,149.82,32.32,285.71,10.38,41.0,7,Scheduled,Routine check,101.98,2.14
671,ORD-34150,2026-06-01,Plant C,MC-019,Assembly Line,13.9,Evening,OP0054,N. Fernandes,Industrial Fastener,ABS Plastic,SteelCorp Ltd,150,567,541,17,Not Graded,Yes,23.0,36.15,74.5,55.7,0.69,150.82,37.63,429.25,7.41,40.1,10,Due,OK,95.41,3.14
672,ORD-62106,2026-04-09,Plant A,MC-002,Welding Robot,9.1,Morning,OP0059,N. Fernandes,Consumer Plastics,Steel,SteelCorp Ltd,300,487,454,7,Not Graded,No,7.4,51.88,81.4,53.7,3.3,101.78,27.01,120.07,4.87,49.6,57,Overdue,Material shortage,93.22,1.54
673,ORD-31890,2026-08-30,Plant E,MC-016,Injection Molder,5.0,Morning,OP0114,P. Rao,Consumer Plastics,Steel,MetalWorks Pvt Ltd,100,306,315,12,Not Graded,Yes,31.4,48.95,77.2,39.4,3.5,158.87,11.79,108.53,8.22,76.3,35,Not Scheduled,No Remarks,102.94,3.81
674,ORD-22324,2025-10-30,Plant D,MC-033,Conveyor Unit,2.7,Evening,OP0046,R. Sharma,Electronics Housing,ABS Plastic,Precision Components Co,100,411,409,5,Reject,Not Recorded,8.9,47.59,60.2,57.0,1.86,154.28,18.34,58.29,10.68,95.2,75,OK,Power fluctuation,99.51,1.22
675,ORD-76731,2025-12-08,Plant A,MC-026,Assembly Line,7.4,Morning,OP0071,P. Rao,Medical Device Part,Aluminum,SteelCorp Ltd,200,333,265,7,Not Graded,No,34.0,48.37,68.9,44.2,1.12,110.18,15.56,108.2,6.52,86.6,8,Due,Material shortage,79.58,2.64
676,ORD-22881,2025-10-31,Plant C,MC-029,Laser Cutter,1.5,Night,OP0079,M. Naidu,Electronics Housing,Unknown,Global Alloys,100,448,377,13,B,No,12.8,43.34,68.0,51.7,3.56,108.21,17.37,224.45,6.17,57.8,15,Scheduled,Material shortage,84.15,3.45
677,ORD-50660,2026-08-26,Unknown,MC-018,Laser Cutter,3.4,Evening,OP0116,S. Kumar,Aerospace Component,Copper,SteelCorp Ltd,300,356,343,4,Not Graded,Yes,60.2,55.76,59.4,55.4,2.92,116.36,28.24,85.96,7.59,79.4,18,Not Scheduled,unknown issue,96.35,1.17
678,ORD-76613,2025-10-05,Plant A,MC-034,Assembly Line,5.5,Morning,OP0040,K. Verma,Packaging Unit,ABS Plastic,Unknown,50,515,523,10,B,Yes,26.9,54.48,69.6,60.8,2.95,185.9,21.21,188.39,8.68,56.3,9,OK,Line stopped briefly,101.55,1.91
679,ORD-86009,2026-05-21,Plant C,MC-011,Welding Robot,8.6,Morning,OP0035,K. Verma,Electronics Housing,Polycarbonate,Poly Materials Inc,100,413,398,10,A,Not Recorded,33.7,42.45,71.9,27.3,3.92,78.2,18.17,134.6,6.9,49.6,47,Not Scheduled,Power fluctuation,96.37,2.51
680,ORD-39016,2025-12-22,Plant B,MC-026,Laser Cutter,0.6,Morning,OP0105,N. Fernandes,Automotive Parts,Polycarbonate,Global Alloys,150,593,603,5,A,Yes,24.0,55.18,59.4,38.0,1.06,147.04,9.69,31.08,4.3,42.6,19,Not Scheduled,Power fluctuation,101.69,0.83
681,ORD-60889,2026-04-08,Plant A,MC-038,Assembly Line,2.0,Morning,OP0051,M. Naidu,Consumer Plastics,Copper,Global Alloys,200,531,498,10,Reject,Yes,26.6,44.66,80.5,25.3,1.56,199.62,39.39,310.51,7.61,79.1,36,OK,Material shortage,93.79,2.01
682,ORD-80943,2026-05-03,Plant A,MC-016,Assembly Line,12.4,Unknown,OP0052,A. Iyer,Consumer Plastics,Copper,Poly Materials Inc,300,435,376,6,Not Graded,Yes,25.1,39.31,61.9,53.9,2.49,114.93,20.28,99.08,8.36,72.4,17,Overdue,Late shift start,86.44,1.6
683,ORD-26877,2026-02-06,Plant D,MC-005,Injection Molder,12.3,Night,OP0025,Unknown,Home Appliance Component,Cast Iron,Global Alloys,100,619,667,8,B,No,11.5,18.28,67.7,54.9,2.05,110.06,13.12,78.28,10.28,67.0,31,Overdue,No Remarks,107.75,1.2
684,ORD-35923,2026-01-08,Plant A,MC-019,Press Brake,1.9,Night,OP0027,S. Kumar,Automotive Parts,Steel,Global Alloys,300,123,122,5,A,Yes,18.3,51.86,54.8,50.2,1.36,55.07,40.18,160.1,8.28,82.3,25,Not Scheduled,Late shift start,99.19,4.1
685,ORD-68011,2026-03-04,Plant B,MC-012,Laser Cutter,8.4,Evening,OP0103,S. Kumar,Packaging Unit,ABS Plastic,Unknown,150,348,304,10,C,No,32.1,44.92,61.4,38.0,4.47,126.25,12.39,100.27,8.54,66.7,40,Overdue,Material shortage,87.36,3.29
686,ORD-26240,2026-02-27,Plant A,MC-012,Laser Cutter,0.8,Morning,OP0093,S. Kumar,Consumer Plastics,Unknown,Unknown,150,492,439,8,A+,Yes,12.6,66.64,69.4,57.5,2.79,172.7,38.87,164.0,7.54,83.5,1,Due,OK,89.23,1.82
687,ORD-78362,2026-07-22,Plant C,MC-028,Injection Molder,11.9,Night,OP0002,M. Naidu,Industrial Fastener,Steel,Global Alloys,200,436,412,5,Reject,No,50.0,35.88,80.3,25.8,2.5,141.36,24.44,102.57,6.22,71.6,44,OK,No Remarks,94.5,1.21
688,ORD-62665,2026-01-17,Plant C,MC-025,Conveyor Unit,4.4,Unknown,OP0061,K. Verma,Consumer Plastics,Steel,Precision Components Co,300,539,571,15,Reject,Yes,0.6,44.9,67.7,46.4,2.67,87.84,21.44,218.05,10.5,88.5,72,Scheduled,Power fluctuation,105.94,2.63
689,ORD-23787,2026-03-03,Plant C,MC-006,Assembly Line,14.8,Morning,OP0007,M. Naidu,Home Appliance Component,Unknown,Unknown,150,390,397,12,A,Not Recorded,18.8,41.63,77.5,61.8,0.95,104.15,42.28,468.99,10.29,45.3,16,Due,Late shift start,101.79,3.02
690,ORD-91652,2026-02-16,Plant C,MC-019,Assembly Line,11.9,Evening,OP0092,N. Fernandes,Electronics Housing,ABS Plastic,MetalWorks Pvt Ltd,150,706,641,17,A+,No,43.6,38.86,64.5,41.0,1.87,170.65,24.19,216.52,8.92,65.8,6,Due,Line stopped briefly,90.79,2.65
