Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
453,ORD-78783,2026/07/07 05:40,Plant B,MC-010,Press Brake,4.3,Morning,OP0104,K. Verma,Packaging Unit,Cast Iron,Precision Components Co,100.0,616.0,597.0,8.0,Grade A,Yes,5.9,53.9,67.2,32.0,1.58,122.96,40.54,185.14,7.32,97.0,28.0,OK,Power fluctuation
454,ORD-97194,07-Apr-2026,Plant A,MC-018,Stamping Press,2.5,Morning,OP0028,unknown,Consumer Plastics,Aluminum,Steelcorp Ltd.,200.0,581.0,504.0,9.0,Grade A,NO,31.8,16.56,70.3,30.8,2.89,145.0,17.85,113.67,6.96,63.7,18.0,N/A,N/A
455,ORD-40128,2026-06-29,Plant A,MC-008,Assembly Line,3.1,Morning,OP0119,M. Naidu,Consumer Plastics,Polycarbonate,Global Alloys,100.0,474.0,455.0,11.0,grade b,No,10.6,34.05,64.2,49.1,2.55,88.58,25.33,267.88,6.11,79.3,63.0,Scheduled,Routine check
456,ORD-55995,01/03/2026,Plant B,MC-013,Stamping Press,2.8,Day,OP0119,A. Iyer,Automotive Parts,Aluminum,Global Alloys,,521.0,421.0,8.0,,,23.8,53.6,64.3,24.3,2.79,117.11,26.44,192.8,8.22,44.0,83.0,Due,N/A
457,ORD-45581,27-Mar-2026,Plant A,MC-027,Assembly Line,7.5,Morning,OP0083,M. Naidu,Automotive Parts,Aluminum,Steelcorp Ltd.,,632.0,575.0,5.0,Reject,,14.3,39.31,70.4,50.1,0.46,131.82,12.41,39.49,8.1,80.9,17.0,,OK
458,ORD-63539,2026-01-17,Plant C,MC-032,3D Printer,7.7,morning,OP0057,unknown,Automotive Parts,Polycarbonate,Poly Materials Inc,250.0,578.0,480.0,14.0,grade b,yes,41.8,28.31,66.6,36.3,1.13,120.8,14.63,186.34,12.41,97.8,65.0,N/A,  Late shift start 
459,ORD-43038,17-Jul-2026,Plant C,MC-035,Welding Robot,5.4,Night,OP0117,R. Sharma,Medical Device Part,,Steelcorp Ltd.,100.0,412.0,363.0,11.0,,Yes,48.1,53.82,69.9,52.2,2.02,126.47,2.56,26.59,9.23,82.4,25.0,Overdue,  Late shift start 
460,ORD-76901,2026-06-27,Plant A,MC-022,Conveyor Unit,4.3,Morning,OP0055,,Medical Device Part,  Polycarbonate  ,global alloys,250.0,554.0,530.0,13.0,grade b,,55.3,55.02,76.1,38.9,1.18,117.99,30.02,250.1,7.59,72.5,39.0,,N/A
461,ORD-85778,15/11/2025,PLANT A,MC-005,Stamping Press,6.2,Evening,OP0069,R. Sharma,Automotive Parts,Cast Iron,,100.0,653.0,599.0,7.0,,yes,45.5,57.69,75.8,41.2,1.36,131.64,29.33,179.59,8.28,55.7,31.0,Scheduled,
462,ORD-21080,09-12-2026,  Plant E  ,MC-022,Stamping Press,0.7,Morning,OP0006,,Home Appliance Component,ALUMINUM,global alloys,50.0,408.0,347.0,4.0,A+,,16.0,47.75,71.8,25.8,0.43,79.15,22.02,52.3,11.16,92.6,42.0,DUE,Material shortage
463,ORD-15565,2026-07-03,Plant-D,MC-039,CNC Lathe,0.6,,OP0015,unknown,Metal Bracket,Polycarbonate,Global Alloys,150.0,606.0,649.0,13.0,grade b,Yes,8.1,50.2,69.9,40.8,1.53,80.92,4.81,59.72,7.66,78.1,24.0,Overdue,  Late shift start 
464,ord4541,07-27-2026,Plant C,MC-008,Stamping Press,9.8,Night,OP0042,"D'Souza, L.",Aerospace Component,Aluminum,MetalWorks Pvt Ltd,200.0,569.0,552.0,12.0,grade b,No,27.6,44.58,74.6,52.1,2.05,102.12,10.89,110.75,9.73,58.4,33.0,DUE,Routine check
465,ORD-43706,2025-10-08,Plant B,MC-039,Welding Robot,9.0,Night,OP0007,M. Naidu,Aerospace Component,ABS Plastic,Steelcorp Ltd.,50.0,493.0,440.0,12.0,,Y,2.9,22.25,71.7,51.2,1.5,144.72,31.58,217.26,7.51,48.3,15.0,Overdue,unknown issue
466,ORD-84122,2026-07-31,Plant A,MC-022,Laser Cutter,1.6,morning,OP0096,unknown,Packaging Unit,steel,MetalWorks Pvt Ltd,200.0,620.0,660.0,10.0,  grade b  ,No,24.0,67.61,63.7,53.2,3.0,126.7,19.93,102.25,8.32,88.5,47.0,ok,
467,ORD-16729,2026-04-28,Plant-D,MC-019,Injection Molder,7.3,Evening,OP0039,,Medical Device Part,steel,,100.0,349.0,378.0,5.0,,,11.0,57.16,66.4,73.1,2.27,157.16,7.24,24.41,8.56,50.3,34.0,Overdue,Line stopped briefly
468,ORD-44505,2026/03/29 11:41,Plant B,MC-036,Laser Cutter,13.4,Morning,OP0012,P. Rao,Home Appliance Component,Polycarbonate,SteelCorp Ltd,250.0,483.0,442.0,8.0,B,Y,60.3,62.91,60.3,21.3,2.27,121.64,6.12,46.91,8.62,61.9,52.0,N/A,Line stopped briefly
469,ORD-63271,2026-07-31,Plant B,MC-016,CNC Mill,12.7,Night,OP0086,  M. Naidu  ,Aerospace Component,Steel,global alloys,200.0,589.0,617.0,17.0,,,13.2,41.61,70.7,31.8,2.54,116.98,20.13,218.38,9.86,100.7,27.0,Scheduled,Line stopped briefly
470,ORD-60102,2025-10-04,Plant C,MC-033,Injection Molder,9.3,Morning,OP0019,"D'Souza, L.",Consumer Plastics,Steel,global alloys,,313.0,299.0,6.0,C,,10.5,57.3,78.4,28.5,2.9,148.62,33.27,155.81,6.7,86.6,10.0,OK,  Late shift start 
471,ORD-31879,2026-04-19,Plant-D,MC-012,Press Brake,2.5,Morning,OP0056,unknown,Medical Device Part,Aluminum,Steelcorp Ltd.,,643.0,620.0,15.0,Grade A,,21.0,71.0,59.9,44.8,1.62,82.02,25.18,328.2,5.91,87.3,59.0,,OK
472,ORD-91468,2026/02/05 23:12,,MC-009,Assembly Line,13.5,Evening,OP0015,M. Naidu,Automotive Parts,,SteelCorp Ltd,300.0,342.0,345.0,4.0,,N,6.2,48.51,73.2,47.6,1.41,158.96,35.87,143.02,6.53,63.8,13.0,Scheduled,  Late shift start 
473,ORD-57774,18-Jul-2026,Plant-D,MC-036,Laser Cutter,11.8,Morning,OP0026,,Electronics Housing,steel,,,351.0,359.0,10.0,Reject,Y,33.9,52.35,58.8,42.1,2.05,115.29,30.31,201.31,8.96,53.5,15.0,Overdue,Material shortage
474,ord1153,12-30-2025,Plant A,MC-013,CNC Mill,3.2,Night,OP0052,A. Iyer,Aerospace Component,Steel,Poly Materials Inc,,461.0,433.0,4.0,B,,2.6,22.14,61.5,38.9,2.3,188.71,5.57,19.72,5.46,48.6,51.0,N/A,OK
475,ORD-90826,13/03/2026,Plant-D,MC-007,Press Brake,9.2,Night,OP0022,A. Iyer,Electronics Housing,steel,,200.0,324.0,314.0,6.0,A+,No,7.5,34.66,60.3,37.4,1.66,110.32,25.13,112.84,9.57,95.3,58.0,Overdue,
476,ORD-17860,2025-12-17,,MC-029,3D Printer,4.2,Night,OP0018,K. Verma,Aerospace Component,ALUMINUM,Steelcorp Ltd.,50.0,264.0,235.0,4.0,A,N,8.8,31.44,63.6,31.4,1.94,82.44,20.7,75.15,7.61,97.0,12.0,Due,unknown issue
477,ORD-87580,2025-10-11,Plant B,MC-001,Assembly Line,2.3,Evening,OP0095,unknown,Packaging Unit,Cast Iron,MetalWorks Pvt Ltd,250.0,467.0,411.0,12.0,Grade A,NO,16.9,36.87,76.8,43.2,1.03,108.75,6.8,59.87,10.04,44.9,45.0,DUE,
478,ORD-43038,17-Jul-2026,Plant C,MC-035,Welding Robot,5.4,  Night  ,OP0117,  R. Sharma  ,Medical Device Part,,Steelcorp Ltd.,100.0,412.0,363.0,11.0,,Yes,48.1,53.82,69.9,52.2,2.02,126.47,2.56,26.59,9.23,82.4,25.0,Overdue,  Late shift start 
479,ORD-90295,26/01/2026,plant b,MC-039,Laser Cutter,2.6,Evening,OP0050,,Home Appliance Component,ABS Plastic,Global Alloys,,356.0,332.0,8.0,A,No,1.0,35.0,51.8,20.9,1.3,164.35,33.6,241.03,6.96,67.3,10.0,DUE,Routine check
480,ORD-48086,04-17-2026,Plant E,MC-021,Stamping Press,1.9,Evening,OP0044,P. Rao,Industrial Fastener,ABS Plastic,,300.0,510.0,383.0,12.0,C,Yes,12.6,49.31,59.1,51.4,0.75,146.03,24.38,254.06,9.38,49.4,54.0,N/A,Routine check
481,ORD-45043,2025/10/29 18:44,Plant A,MC-024,CNC Lathe,1.5,Evening,OP0023,unknown,Automotive Parts,,Steelcorp Ltd.,250.0,408.0,442.0,9.0,Grade A,Y,29.9,42.21,68.3,41.8,1.96,179.66,28.6,252.14,8.71,53.7,30.0,Overdue,Routine check
482,ORD-87165,2026-04-18,Plant A,MC-034,3D Printer,0.7,2nd Shift,OP0041,unknown,Aerospace Component,Aluminum,SteelCorp Ltd,,414.0,402.0,5.0,Reject,Y,39.4,47.14,80.9,27.3,1.34,131.52,36.6,144.95,7.32,59.8,27.0,N/A,Routine check
483,ORD-56899,14/01/2026,Plant E,MC-034,Laser Cutter,8.1,Morning,OP0003,,Industrial Fastener,Aluminum,global alloys,150.0,548.0,569.0,11.0,grade b,Yes,70.1,45.96,70.7,56.7,3.56,175.14,31.96,262.66,6.51,64.7,17.0,OK,  Late shift start 
484,ORD-59145,2026-03-27,PLANT A,MC-014,Press Brake,7.0,Day,OP0003,N. Fernandes,Aerospace Component,ALUMINUM,Steelcorp Ltd.,,578.0,519.0,6.0,,Yes,18.3,50.78,63.2,65.3,1.01,129.92,36.96,127.92,4.85,87.8,22.0,,unknown issue
485,ORD-78688,2026-08-15,plant b,MC-007,Welding Robot,15.0,Morning,OP0035,R. Sharma,Automotive Parts,steel,,300.0,547.0,471.0,8.0,A+,NO,14.9,52.34,69.6,59.8,2.41,90.93,18.34,76.32,5.91,92.1,16.0,OK,Material shortage
486,ORD-18997,18-Jan-2026,Plant E,MC-020,Laser Cutter,9.1,Day,OP0102,"D'Souza, L.",Consumer Plastics,steel,Steelcorp Ltd.,300.0,677.0,668.0,12.0,grade b,Yes,6.5,35.19,69.6,66.9,0.62,151.69,14.86,136.8,6.16,81.5,82.0,,Routine check
487,ORD-66148,05-19-2026,Plant B,MC-031,CNC Lathe,0.9,Night,OP0067,R. Sharma,Consumer Plastics,Aluminum,Precision Components Co,300.0,664.0,671.0,13.0,Grade A,Yes,14.4,61.42,67.9,47.0,2.36,103.69,33.93,412.38,6.09,68.7,11.0,DUE,unknown issue
488,ORD-77740,2026-06-25,Plant B,MC-024,Conveyor Unit,10.3,Evening,OP0040,"D'Souza, L.",Home Appliance Component,Polycarbonate,,200.0,263.0,264.0,5.0,C,Yes,41.2,33.17,76.8,56.2,2.48,101.17,8.82,28.73,7.67,72.4,28.0,Overdue,
489,ORD-97614,2025-12-10,Plant B,MC-027,Conveyor Unit,14.8,NIGHT,OP0026,R. Sharma,Electronics Housing,ALUMINUM,,200.0,894.0,821.0,18.0,C,Y,8.9,46.47,79.6,43.5,0.59,114.34,19.99,193.32,8.56,128.2,36.0,OK,customer complaint logged
490,ORD-67905,09-06-2026,Plant C,MC-008,Welding Robot,7.2,NIGHT,OP0038,unknown,Metal Bracket,Copper,Poly Materials Inc,200.0,545.0,578.0,13.0,A+,yes,3.3,29.64,65.9,67.5,2.07,,19.44,162.61,6.13,75.7,23.0,N/A,unknown issue
491,ORD-47887,11-22-2025,Plant B,MC-004,Assembly Line,7.0,Evening,OP0019,M. Naidu,Consumer Plastics,Cast Iron,Precision Components Co,,639.0,674.0,12.0,A+,Yes,13.7,40.71,79.9,44.1,0.0,97.84,7.3,57.04,7.72,58.5,22.0,OK,  Late shift start 
492,ORD-88661,2026-09-09,Plant C,MC-012,CNC Lathe,12.5,1st Shift,OP0109,"D'Souza, L.",Metal Bracket,,Precision Components Co,50.0,405.0,367.0,5.0,A,Yes,40.9,69.63,74.1,30.2,1.65,140.86,18.44,81.1,8.11,69.4,24.0,Due,Material shortage
493,ORD-76275,2026-01-08,Plant-D,MC-017,Stamping Press,0.8,  Morning  ,OP0020,"D'Souza, L.",Medical Device Part,Polycarbonate,Steelcorp Ltd.,200.0,574.0,555.0,9.0,Grade A,yes,37.7,54.2,64.4,54.8,2.62,84.92,15.05,100.23,7.29,94.0,59.0,N/A,OK
494,ORD-47178,2025/11/18 16:48,plant b,MC-027,Stamping Press,2.7,Night,,S. Kumar,Automotive Parts,Steel,MetalWorks Pvt Ltd,,642.0,623.0,12.0,A,NO,36.5,50.16,79.5,56.1,1.24,123.04,31.12,315.26,6.52,41.1,5.0,Due,Power fluctuation
495,ORD-95257,2026-08-25,  Plant C  ,MC-034,CNC Mill,6.4,morning,OP0078,A. Iyer,Metal Bracket,Copper,,50.0,369.0,371.0,8.0,Grade A,N,47.3,60.93,66.2,40.3,0.26,144.36,7.92,34.34,7.34,95.6,12.0,OK,Routine check
496,ORD-69247,2025-12-09,Plant A,MC-027,Welding Robot,3.6,2nd Shift,OP0109,M. Naidu,Automotive Parts,steel,global alloys,300.0,762.0,714.0,17.0,  Reject  ,N,11.3,53.15,57.8,41.3,3.6,94.86,28.16,398.31,6.67,94.3,96.0,ok,  Late shift start 
497,ORD-36787,13-Oct-2025,Plant B,MC-022,Assembly Line,0.8,Night,OP0090,N. Fernandes,Industrial Fastener,,Precision Components Co,100.0,454.0,350.0,9.0,Reject,Yes,39.1,44.76,61.1,23.7,1.21,98.4,4.72,24.25,9.19,53.4,2.0,Overdue,OK
498,ORD-37249,2026-04-02,Plant E,MC-027,Conveyor Unit,11.5,Morning,OP0028,P. Rao,Aerospace Component,ABS Plastic,Poly Materials Inc,50.0,581.0,542.0,5.0,Reject,Yes,28.2,61.86,58.7,35.0,5.93,84.94,25.24,114.44,4.9,62.9,0.0,N/A,N/A
499,ORD-32280,17-Aug-2026,Plant A,MC-003,Conveyor Unit,5.3,morning,OP0096,A. Iyer,Consumer Plastics,Aluminum,Precision Components Co,100.0,393.0,374.0,10.0,B,No,35.8,34.73,68.6,39.3,2.72,131.68,8.87,63.45,7.33,53.3,62.0,,unknown issue
500,ORD-36302,2026-08-06,Plant E,MC-037,Injection Molder,13.2,NIGHT,OP0085,A. Iyer,Consumer Plastics,Polycarbonate,,250.0,579.0,512.0,9.0,A+,Yes,4.6,35.88,52.1,50.7,0.28,77.0,16.53,93.59,9.37,46.2,29.0,Scheduled,Line stopped briefly
501,ORD-49015,06-23-2026,Plant A,MC-006,Assembly Line,13.6,Morning,OP0075,M. Naidu,Medical Device Part,steel,global alloys,200.0,586.0,649.0,9.0,B,No,23.1,44.48,72.2,53.3,2.52,138.49,34.24,252.37,7.01,73.8,28.0,OK,Power fluctuation
502,ORD-93705,12-28-2025,plant b,MC-036,Stamping Press,12.6,Night,,P. Rao,Medical Device Part,  Steel  ,,200.0,582.0,648.0,14.0,grade b,Y,12.9,60.06,50.2,38.2,5.1,102.69,23.24,255.44,7.72,80.0,20.0,N/A,
503,ORD-73413,10-28-2025,Plant A,MC-013,Welding Robot,9.2,Morning,,P. Rao,Metal Bracket,,Poly Materials Inc,50.0,267.0,267.0,8.0,B,yes,5.5,29.15,71.0,41.8,1.9,77.64,39.44,195.68,10.29,73.0,6.0,Due,
504,ORD-97594,04-Jul-2026,Plant B,MC-036,Conveyor Unit,1.1,Evening,OP0015,unknown,Packaging Unit,ALUMINUM,,,611.0,546.0,10.0,,,18.0,60.51,66.0,22.7,1.19,87.68,43.38,423.86,6.24,74.2,3.0,,Power fluctuation
505,ORD-28228,26/03/2026,Plant B,MC-040,Stamping Press,12.7,Morning,OP0116,unknown,Consumer Plastics,Steel,SteelCorp Ltd,100.0,335.0,320.0,7.0,Reject,yes,29.9,37.39,65.9,53.9,2.65,129.34,5.15,24.92,6.26,68.2,7.0,Due,unknown issue
506,ORD-27823,2026-02-15,Plant C,MC-002,CNC Mill,10.2,Night,OP0040,K. Verma,Electronics Housing,Cast Iron,Steelcorp Ltd.,150.0,568.0,556.0,9.0,,,494.0,35.06,67.3,33.7,1.99,193.21,28.68,158.74,9.44,89.5,44.0,OK,Power fluctuation
507,ORD-66032,07-Jul-2026,Plant E,MC-018,Conveyor Unit,13.6,Evening,OP0002,R. Sharma,Industrial Fastener,,Steelcorp Ltd.,50.0,528.0,480.0,12.0,B,Y,23.2,38.7,61.4,54.4,0.43,81.92,40.29,309.15,8.62,97.6,4.0,N/A,N/A
508,ORD-75028,09-Nov-2025,Plant C,MC-022,Assembly Line,12.0,Morning,OP0049,,Electronics Housing,steel,MetalWorks Pvt Ltd,50.0,537.0,508.0,12.0,,Yes,482.7,18.29,77.0,40.3,0.69,123.6,24.37,209.77,10.76,45.1,36.0,,OK
509,ORD-14719,01-31-2026,Plant A,MC-036,CNC Lathe,9.3,1st Shift,OP0006,N. Fernandes,Industrial Fastener,ABS Plastic,MetalWorks Pvt Ltd,100.0,682.0,609.0,13.0,C,yes,313.3,23.24,66.8,44.7,2.72,84.15,34.95,379.3,9.2,79.9,12.0,Scheduled,
510,ORD-78750,27/11/2025,Plant A,MC-011,CNC Lathe,1.6,1st Shift,OP0035,R. Sharma,Metal Bracket,steel,Steelcorp Ltd.,50.0,645.0,605.0,9.0,Grade A,,22.8,31.62,60.9,30.7,1.5,119.02,39.25,305.37,10.69,80.3,12.0,N/A,customer complaint logged
511,ORD-83988,2026-01-04,Plant C,MC-033,Conveyor Unit,14.5,Morning,OP0045,S. Kumar,Electronics Housing,Copper,Global Alloys,200.0,607.0,606.0,12.0,,NO,10.4,34.69,62.6,51.3,4.71,105.54,34.77,344.43,9.29,90.0,54.0,Overdue,Line stopped briefly
512,ORD-93008,2026/08/06 00:21,Plant B,MC-022,CNC Lathe,8.7,Night,OP0116,S. Kumar,Aerospace Component,Copper,Poly Materials Inc,,535.0,601.0,13.0,grade b,,21.1,44.87,68.4,34.5,2.57,55.7,19.06,128.79,8.37,69.9,57.0,Overdue,unknown issue
513,ORD-31155,21/07/2026,Plant-D,MC-008,Conveyor Unit,1.9,  Morning  ,,R. Sharma,Medical Device Part,Aluminum,Precision Components Co,150.0,582.0,520.0,8.0,Reject,,32.5,37.45,66.9,45.2,0.39,68.51,33.14,153.37,9.56,82.3,59.0,Scheduled,Routine check
514,ORD-66112,07-Feb-2026,Plant B,MC-023,Injection Molder,6.7,Morning,OP0096,unknown,Metal Bracket,ALUMINUM,Global Alloys,150.0,449.0,393.0,8.0,,NO,0.5,27.01,77.5,38.0,2.2,124.34,34.24,239.89,8.02,74.6,3.0,OK,OK
515,ORD-30683,05-25-2026,Plant E,MC-016,Laser Cutter,2.2,2nd Shift,OP0076,S. Kumar,Metal Bracket,Steel,global alloys,150.0,320.0,297.0,2.0,A+,Yes,10.2,41.49,83.0,52.6,0.83,176.52,22.42,28.91,8.0,51.3,54.0,,
516,ORD-95047,2026-07-13,Plant A,MC-024,Welding Robot,6.2,Evening,OP0078,A. Iyer,Automotive Parts,,Global Alloys,50.0,414.0,-337.0,1.0,A,No,19.7,61.34,67.9,41.8,1.84,55.13,43.27,32.15,8.67,50.3,51.0,,
517,ORD-92756,2025-11-02,Plant C,MC-039,Laser Cutter,0.5,morning,OP0061,unknown,Metal Bracket,steel,SteelCorp Ltd,200.0,563.0,487.0,10.0,Reject,Yes,9.9,64.83,74.3,54.7,4.19,151.59,2.9,24.26,5.89,41.9,55.0,Scheduled,OK
518,ORD-30123,2025-12-27,Plant C,MC-026,CNC Lathe,4.2,2nd Shift,OP0070,N. Fernandes,Metal Bracket,Steel,MetalWorks Pvt Ltd,100.0,409.0,409.0,11.0,Reject,Yes,19.9,36.64,67.3,36.1,1.19,137.04,12.06,69.58,5.9,60.5,16.0,,Power fluctuation
519,ORD-42457,22-Aug-2026,Plant C,MC-018,Conveyor Unit,10.4,Day,OP0100,P. Rao,Medical Device Part,Steel,Steelcorp Ltd.,50.0,598.0,545.0,9.0,A+,NO,84.1,67.78,65.2,39.6,6.17,82.24,2.63,15.29,7.27,55.4,32.0,,Material shortage
520,ORD-97460,2026-05-07,Plant E,MC-019,Press Brake,11.6,NIGHT,OP0015,N. Fernandes,Electronics Housing,Polycarbonate,Steelcorp Ltd.,300.0,642.0,561.0,11.0,Reject,yes,53.5,50.77,88.9,52.2,0.92,118.63,15.52,100.56,9.65,88.6,9.0,Due,unknown issue
521,ORD-41119,20-Jan-2026,PLANT A,MC-023,CNC Lathe,0.8,Night,OP0014,"D'Souza, L.",Home Appliance Component,ALUMINUM,,200.0,514.0,490.0,3.0,C,,0.3,35.99,59.0,28.3,0.96,113.9,21.38,49.85,10.98,76.8,40.0,ok,Routine check
522,ORD-43954,10-Nov-2025,,MC-036,Assembly Line,1.7,Night,OP0036,P. Rao,Consumer Plastics,ABS Plastic,,150.0,364.0,295.0,3.0,Grade A,Yes,39.9,38.06,78.0,56.3,0.71,159.3,44.17,123.27,7.21,68.6,49.0,Overdue,Routine check
523,ORD-11883,2025/12/17 16:41,Plant A,MC-032,Assembly Line,10.2,,OP0093,R. Sharma,Packaging Unit,ABS Plastic,,150.0,473.0,385.0,9.0,,Yes,13.3,45.35,66.3,59.5,0.49,141.27,28.75,157.34,10.32,66.5,26.0,Due,unknown issue
524,ORD-91399,02-Jun-2026,Plant A,MC-026,Laser Cutter,13.5,morning,OP0104,,Automotive Parts,Aluminum,Global Alloys,50.0,524.0,396.0,12.0,Grade A,yes,17.6,53.04,71.3,33.7,1.43,82.93,9.82,112.45,7.52,51.2,81.0,Due,customer complaint logged
525,ORD-84792,2025/10/21 01:23,Plant E,MC-039,Injection Molder,3.2,Morning,OP0039,R. Sharma,Metal Bracket,Aluminum,  Global Alloys  ,300.0,681.0,633.0,8.0,Reject,Yes,26.5,38.07,62.9,49.9,2.66,140.93,13.37,98.7,8.73,70.6,67.0,,Power fluctuation
526,ORD-59981,2026-02-03,Plant-D,MC-005,3D Printer,11.7,Night,OP0064,R. Sharma,Medical Device Part,steel,Poly Materials Inc,250.0,619.0,506.0,11.0,C,No,18.2,46.65,68.0,66.8,2.9,107.12,15.88,118.0,8.24,64.6,25.0,Due,unknown issue
527,ORD-30319,2026/01/28 11:31,plant b,MC-023,Laser Cutter,2.6,Morning,OP0018,P. Rao,Packaging Unit,Cast Iron,SteelCorp Ltd,200.0,344.0,335.0,5.0,,,24.7,48.02,66.3,35.9,3.46,177.94,39.41,184.01,7.24,93.7,20.0,DUE,Material shortage
528,ORD-79395,2026-05-22,  Plant C  ,MC-020,CNC Mill,8.3,Evening,OP0087,R. Sharma,Aerospace Component,Copper,Precision Components Co,100.0,641.0,544.0,18.0,C,Yes,10.8,45.24,77.5,41.1,0.99,183.1,14.67,159.72,7.24,62.3,19.0,ok,
529,ORD-91777,21/12/2025,Plant C,MC-004,3D Printer,13.0,1st Shift,OP0108,A. Iyer,Home Appliance Component,ALUMINUM,  global alloys  ,,215.0,201.0,5.0,grade b,,3.7,39.55,66.5,41.8,3.03,137.6,12.29,35.94,6.13,76.1,51.0,OK,unknown issue
530,ORD-69234,30/01/2026,,MC-040,Conveyor Unit,11.4,1st Shift,OP0041,"D'Souza, L.",Consumer Plastics,Polycarbonate,Global Alloys,,566.0,565.0,13.0,grade b,Yes,10.4,31.87,74.5,38.2,0.15,101.13,25.19,226.87,7.08,86.0,53.0,Due,unknown issue
531,ORD-62246,04/05/2026,Plant A,MC-002,CNC Mill,13.7,Evening,OP0080,N. Fernandes,Automotive Parts,steel,MetalWorks Pvt Ltd,,630.0,577.0,10.0,C,Y,2.2,35.42,79.1,53.4,0.54,103.69,31.83,192.1,6.97,80.0,40.0,OK,Material shortage
532,ORD-12762,27-Jul-2026,Plant A,MC-016,3D Printer,1.9,Morning,OP0057,M. Naidu,Industrial Fastener,Steel,Global Alloys,300.0,419.0,396.0,3.0,,No,2.2,27.81,69.3,52.0,2.77,148.7,29.66,79.38,9.42,59.8,7.0,Scheduled,N/A
533,ORD-96587,2026-01-29,  Plant E  ,MC-034,Injection Molder,5.0,1st Shift,OP0063,M. Naidu,Consumer Plastics,,global alloys,50.0,688.0,681.0,22.0,,Yes,18.5,65.08,75.9,36.2,4.67,142.48,19.71,287.36,7.43,51.5,89.0,DUE,Power fluctuation
534,ORD-21820,14-May-2026,Plant A,MC-019,Laser Cutter,9.0,Evening,OP0116,S. Kumar,Automotive Parts,Cast Iron,,150.0,436.0,411.0,10.0,  B  ,,12.9,40.7,60.4,53.1,2.21,96.16,17.18,88.04,9.54,86.6,35.0,Due,Routine check
535,ORD-19643,02-07-2026,Plant E,MC-006,Injection Molder,9.4,1st Shift,OP0095,unknown,Automotive Parts,Copper,Poly Materials Inc,50.0,435.0,396.0,6.0,grade b,Yes,3.7,54.96,63.7,30.7,3.35,110.33,43.04,201.52,4.43,46.6,51.0,N/A,unknown issue
536,ORD-67764,2026-09-04,Plant C,MC-024,CNC Lathe,11.6,1st Shift,OP0034,unknown,Packaging Unit,Aluminum,,100.0,607.0,571.0,16.0,,No,10.2,50.66,64.0,43.4,4.17,142.42,10.02,154.36,6.26,78.4,25.0,,
537,ORD-94264,2026-01-29,plant b,MC-001,Conveyor Unit,7.8,morning,OP0107,,Industrial Fastener,Polycarbonate,Steelcorp Ltd.,100.0,361.0,324.0,8.0,A,N,24.9,27.7,66.9,37.4,0.08,127.46,19.95,154.93,9.07,78.6,29.0,OK,Material shortage
538,ORD-77021,03-21-2026,Plant C,MC-007,3D Printer,9.8,  Evening  ,OP0082,R. Sharma,Packaging Unit,ABS Plastic,MetalWorks Pvt Ltd,,345.0,276.0,6.0,B,,6.4,45.15,68.9,24.2,3.08,124.53,35.86,147.42,7.79,51.6,47.0,N/A,unknown issue
539,ORD-45083,2025-10-07,Plant B,MC-025,Injection Molder,11.5,Morning,OP0030,,Consumer Plastics,steel,,50.0,473.0,417.0,8.0,A+,Yes,16.3,46.53,73.0,42.9,3.33,135.61,10.41,48.9,4.5,56.9,19.0,Due,Line stopped briefly
540,ORD-25825,04-Feb-2026,Plant-D,MC-020,Stamping Press,13.8,2nd Shift,OP0115,M. Naidu,Electronics Housing,  Cast Iron  ,Steelcorp Ltd.,150.0,472.0,385.0,9.0,Grade A,,25.9,35.92,69.3,43.7,0.62,77.91,30.02,136.7,7.0,78.8,72.0,OK,
541,ORD-75279,2026-07-07,Plant A,MC-006,Laser Cutter,3.4,Day,OP0084,,Medical Device Part,  steel  ,MetalWorks Pvt Ltd,,591.0,522.0,8.0,grade b,,2.5,41.12,64.8,36.4,2.12,100.46,20.77,96.48,8.09,74.7,1.0,,customer complaint logged
542,ORD-64153,2026-03-08,Plant E,MC-020,CNC Lathe,0.4,Day,OP0021,"D'Souza, L.",Industrial Fastener,Steel,MetalWorks Pvt Ltd,50.0,542.0,464.0,12.0,Grade A,Y,20.2,41.58,74.1,36.8,3.83,141.92,44.95,471.48,7.01,78.9,2.0,Overdue,Routine check
543,ORD-95302,2026/05/24 20:43,  Plant E  ,MC-001,Stamping Press,6.7,Day,OP0052,A. Iyer,Metal Bracket,,global alloys,,421.0,380.0,6.0,B,Yes,16.6,56.62,60.7,30.8,2.21,58.48,18.95,89.07,8.22,54.6,81.0,DUE,Material shortage
544,ORD-77973,26-Aug-2026,plant b,MC-002,Welding Robot,11.6,1st Shift,OP0032,S. Kumar,Automotive Parts,ABS Plastic,SteelCorp Ltd,100.0,532.0,468.0,8.0,C,Yes,36.8,46.85,67.3,58.6,2.57,166.7,14.17,77.75,7.26,71.7,54.0,Overdue,Material shortage
